hhid,personid,pernum,sample_segment,hhgroup,traveldate,relationship,proxy_parent,proxy,age,gender,employment,jobs_count,worker,student,schooltype,education,license,vehicleused,smartphone_type,smartphone_age,smartphone_qualified,race_afam,race_aiak,race_asian,race_hapi,race_hisp,race_white,race_other,race_noanswer,workplace,hours_work,commute_freq,commute_mode,commute_dur,telecommute_freq,wpktyp,workpass,workpass_cost,workpass_cost_dk,work_county,work_tract,work_bg,work_puma10,work_rgcname,work_taz2010,prev_work_wa,prev_work_county,prev_work_notwa_city,prev_work_notwa_zip,prev_work_tract,prev_work_bg,prev_work_puma10,prev_work_rgcname,prev_work_taz2010,prev_work_notwa_state,prev_work_notwa_notus,school_freq,school_loc_county,school_tract,school_bg,school_puma10,school_rgcname,school_taz2010,completed_pref_survey,mode_freq_1,mode_freq_2,mode_freq_3,mode_freq_4,mode_freq_5,tran_pass_1,tran_pass_2,tran_pass_3,tran_pass_4,tran_pass_5,tran_pass_6,tran_pass_7,tran_pass_8,tran_pass_9,tran_pass_10,tran_pass_11,tran_pass_12,benefits_1,benefits_2,benefits_3,benefits_4,av_interest_1,av_interest_2,av_interest_3,av_interest_4,av_interest_5,av_interest_6,av_interest_7,av_concern_1,av_concern_2,av_concern_3,av_concern_4,av_concern_5,wbt_transitmore_1,wbt_transitmore_2,wbt_transitmore_3,wbt_bikemore_1,wbt_bikemore_2,wbt_bikemore_3,wbt_bikemore_4,wbt_bikemore_5,rmove_incentive,call_center,mobile_device,num_trips,nwkdays,hh_wt_final,hh_day_wt_final
17153104,1715310401,1,50,1,5/9/17,0,0,1,6,1,2,1,1,1,,3,1,1,2,2,1,1,0,0,0,0,0,1,0,1,4,2,12,1,9,,,,,King County,53033004100,530330041004,11602,,296,2,,Sparks,,,,,,,28,0,,,,,,,,1,2,6,3,7,7,2,3,1,3,3,3,3,3,3,3,3,,1,1,3,3,4,2,2,2,2,2,1,2,3,2,1,1,,,,-9999,-9999,-9999,-9999,-9999,1,0,1,39,4,801.4064325,200.3516081
17153104,1715310402,2,50,1,5/9/17,1,0,1,5,2,2,1,1,1,,3,1,1,2,2,1,0,0,0,0,0,1,0,0,1,4,2,7,1,9,,,,,King County,53033008500,530330085001,11603,Seattle Downtown,539,1,King County,,,53033020700,530330207002,11606,,1848,,,,,,,,,,1,2,6,2,7,5,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,1,5,3,5,3,5,5,2,2,3,4,1,1,,,,-9999,-9999,-9999,-9999,-9999,1,0,1,41,4,801.4064325,200.3516081
17153107,1715310701,1,55,2,5/11/17,0,,1,7,2,1,1,1,1,,3,1,1,1,2,1,0,0,0,0,1,0,0,0,1,2,5,1,6,4,5,2,80,0,King County,53033008200,530330082001,11603,Seattle Downtown,505,,,,,,,,,,,,,,,,,,,1,5,6,3,7,5,2,3,1,3,3,3,3,3,3,3,3,,3,3,1,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,4,5,2,,0,0,3,1,13.91416833,13.91416833
17153116,1715311601,1,22,2,4/4/17,0,,1,10,2,2,1,1,1,,3,1,1,1,1,0,0,0,0,0,0,1,0,0,2,4,3,1,,9,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,1,7,7,2,3,1,3,1,1,2,3,3,3,3,,3,2,4,4,5,3,3,5,5,5,2,1,1,1,1,1,6,3,4,5,5,5,5,5,,0,0,2,1,83.65831162,83.65831162
17153126,1715312601,1,53,2,6/1/17,0,,1,8,2,7,,0,1,,3,3,,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,1,5,5,2,3,1,3,1,3,3,3,3,3,3,,,,,,5,5,,,5,5,5,1,1,1,1,1,1,1,1,6,6,6,6,6,,0,0,2,1,582.848225,582.848225
17153126,1715312602,2,53,2,6/1/17,6,,3,6,2,7,,0,1,,3,3,,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,7,5,1,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,582.848225,582.848225
17153138,1715313801,1,51,1,4/25/17,0,0,1,6,1,7,,0,3,6,7,1,,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,King County,53033005302,530330053023,11602,Seattle University Community,302,1,3,3,2,7,6,2,3,2,1,3,3,3,3,3,3,3,1,,,,,1,4,,,3,2,1,3,3,3,3,3,2,2,2,3,3,3,3,3,1,0,0,12,4,37.29599925,9.323999813
17153145,1715314501,1,57,1,5/2/17,0,0,1,8,2,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,2,1,5,1,,4,2,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,5,7,3,2,2,1,3,3,2,3,3,3,3,3,,1,1,1,1,3,3,2,3,2,3,3,3,2,2,1,3,4,4,3,5,5,5,5,5,1,0,0,25,4,7.104506203,1.776126551
17153159,1715315901,1,52,2,5/23/17,0,,1,6,2,1,1,1,1,,6,3,,2,2,1,0,0,0,0,0,1,0,0,1,3,2,8,2,9,,,,,King County,53033005302,530330053023,11602,Seattle University Community,302,1,King County,,,53033023804,530330238041,11608,Bellevue,1545,,,,,,,,,,1,1,6,2,7,5,2,2,2,1,3,3,3,3,3,3,3,,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,1,4,1,496.6229699,496.6229699
17153159,1715315902,2,52,2,5/23/17,1,,2,6,2,1,1,1,1,,3,1,1,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,1,9,2,5,,,King County,53033009300,530330093003,11605,,671,1,King County,,,53033023804,530330238041,11608,Bellevue,1545,,,,,,,,,,1,3,6,2,7,6,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,4,4,4,4,2,,0,1,4,1,496.6229699,496.6229699
17153159,1715315903,3,52,2,5/23/17,6,,2,6,3,1,1,1,1,,2,1,13,1,2,1,1,0,0,0,0,0,1,0,1,3,2,7,1,9,,,,,King County,53033009500,530330095004,11604,,660,1,King County,,,53033007500,530330075001,11604,Seattle First Hill/Capitol Hill,425,,,,,,,,,,1,3,7,1,7,6,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,2,2,1,6,6,6,6,6,,0,1,4,1,496.6229699,496.6229699
17153205,1715320501,1,1,2,4/13/17,0,,1,10,1,6,,0,1,,3,1,1,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,2,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,3,1,1,6,1,1,3,3,3,2,2,1,2,6,,0,0,0,1,482.567729,482.567729
17153205,1715320502,2,1,2,4/13/17,1,,2,10,2,5,,0,1,,3,1,1,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,6,1,1,1,1,1,5,5,5,3,3,3,3,6,,0,0,3,1,482.567729,482.567729
17153211,1715321101,1,59,1,5/16/17,0,0,1,7,2,1,2,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,5,9,3,5,,,King County,53033002200,530330022004,11602,,107,,,,,,,,,,,,,,,,,,,1,6,6,2,7,7,,,,,,,,,,,,,1,1,1,1,5,2,5,3,5,5,2,2,2,3,1,2,6,6,2,2,2,2,3,1,1,0,1,86,2,83.88624184,41.94312092
17153211,1715321102,2,59,1,5/16/17,1,0,1,7,1,1,1,1,1,,6,1,2,1,2,1,0,0,1,0,0,0,0,0,1,2,2,1,6,9,4,5,,,King County,53033003300,530330033003,11601,,241,,,,,,,,,,,,,,,,,,,1,7,7,4,7,7,,,,,,,,,,,,,4,1,1,1,4,5,3,5,5,5,2,5,3,3,1,1,5,5,5,4,4,4,4,4,1,0,0,36,2,83.88624184,41.94312092
17153217,1715321701,1,53,2,5/24/17,0,,2,7,2,1,1,1,1,,7,1,,2,2,1,0,0,0,0,1,0,0,0,1,3,2,8,2,8,,,,,King County,53033004700,530330047003,11601,,256,3,,,,,,,,,,,,,,,,,,1,2,7,3,7,7,2,3,1,3,3,3,3,3,3,3,3,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,,,,-9999,-9999,-9999,-9999,-9999,,0,1,0,1,25.74958433,25.74958433
17153217,1715321702,2,53,2,5/24/17,1,,1,6,1,1,1,1,1,,7,3,,2,2,1,0,0,1,0,0,0,0,0,1,3,2,8,4,9,,,,,King County,53033009200,530330092002,11603,Seattle Downtown,611,1,King County,,,53033009200,530330092002,11603,Seattle Downtown,611,,,,,,,,,,1,2,7,2,7,6,2,3,1,3,1,3,3,3,3,3,3,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,,,,-9999,-9999,-9999,-9999,-9999,,0,1,2,1,25.74958433,25.74958433
17153226,1715322601,1,43,2,5/31/17,0,,1,5,2,7,,0,3,97,6,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033008100,530330081002,11603,Seattle Downtown,522,1,2,7,2,7,7,2,2,1,2,2,2,2,2,2,2,3,3,,,,,4,3,,,6,5,4,3,3,3,3,3,,,,-9999,-9999,-9999,-9999,-9999,,0,0,2,1,4.583989304,4.583989304
17153226,1715322602,2,43,2,5/31/17,1,,1,6,1,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,2,1,2,5,,,King County,53033022803,530330228033,11607,,1613,2,,,,,,,,,,1,,,,,,,,1,7,7,2,7,7,,,,,,,,,,,,,1,1,2,1,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,1,2,1,2,1,,0,0,2,1,4.583989304,4.583989304
17153243,1715324301,1,23,2,5/31/17,0,,1,7,2,1,1,1,1,,3,1,1,2,2,1,0,0,1,1,0,1,0,0,1,2,2,8,4,6,,,,,King County,53033008002,530330080021,11603,Seattle Downtown,482,1,King County,,,53033009200,530330092002,11603,Seattle Downtown,611,,,,,,,,,,1,7,7,1,7,7,,,,,,,,,,,,,3,3,1,1,5,5,5,5,5,5,5,1,1,1,1,1,6,6,6,6,6,6,6,6,,0,0,0,1,34.06066624,34.06066624
17153243,1715324302,2,23,2,5/31/17,1,,1,6,1,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,6,5,1,5,,,King County,53033023700,530330237003,11608,,1559,,,,,,,,,,,,,,,,,,,1,3,7,1,3,7,2,2,1,2,2,2,2,2,2,2,2,,3,2,3,3,5,5,5,1,5,5,5,1,1,1,1,1,6,1,1,6,6,6,6,6,,0,0,4,1,34.06066624,34.06066624
17153243,1715324303,3,23,2,5/31/17,2,,3,4,2,,0,0,,3,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033022604,530330226042,11607,,1662,1,7,7,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,34.06066624,34.06066624
17153243,1715324304,4,23,2,5/31/17,2,,3,3,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033022606,530330226063,11607,,1660,1,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,34.06066624,34.06066624
17153243,1715324305,5,23,2,5/31/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033022802,530330228023,11607,,1645,1,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,34.06066624,34.06066624
17153262,1715326201,1,50,2,4/6/17,0,,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,7,3,8,,,,,King County,53033008001,530330080013,11603,Seattle Downtown,447,1,King County,,,53033008200,530330082001,11603,Seattle Downtown,515,,,,,,,,,,1,3,7,1,7,4,2,2,1,2,3,3,2,3,3,3,3,,1,1,3,1,4,2,3,4,4,5,4,4,2,4,1,2,3,2,2,5,5,5,5,5,,0,1,3,1,53.80138265,53.80138265
17153287,1715328701,1,51,2,5/25/17,0,,1,9,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,2,9,2,3,190,0,King County,53033008500,530330085001,11603,Seattle First Hill/Capitol Hill,582,1,King County,,,53033008400,530330084002,11603,Seattle First Hill/Capitol Hill,581,,,,,,,,,,1,6,6,2,7,7,,,,,,,,,,,,,1,1,3,1,1,3,1,2,2,2,1,2,2,3,2,3,6,2,2,4,4,4,4,4,,0,0,6,1,557.4,557.4
17153287,1715328702,2,51,2,5/25/17,1,,3,10,1,2,3,1,1,,6,1,2,1,1,0,0,0,0,0,0,1,0,0,2,4,4,8,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,3,7,7,2,3,1,3,1,3,3,3,3,3,3,,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,6,1,557.4,557.4
17153287,1715328703,3,51,2,5/25/17,2,,3,6,2,7,,0,1,,5,3,,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,557.4,557.4
17153305,1715330501,1,59,1,5/23/17,0,0,1,5,2,7,,0,3,6,6,1,1,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033008600,530330086002,11604,Seattle First Hill/Capitol Hill,584,1,5,6,1,6,5,2,2,1,3,3,3,3,3,3,3,3,3,,,,,3,2,,,4,2,2,4,2,4,4,4,4,3,4,4,4,4,4,2,1,0,0,10,3,95.03040364,31.67680121
17153336,1715333601,1,1,1,5/30/17,0,0,3,9,2,6,,0,1,,3,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,27,1,475.275,475.275
17153336,1715333602,2,1,1,5/30/17,1,0,3,8,1,1,1,1,1,,3,1,2,1,2,1,0,0,0,0,0,1,0,0,1,2,3,1,1,9,1,4,,1,Pierce County,53053072603,530530726035,11502,,2692,1,Pierce County,,,53053940003,530539400032,11505,,3177,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,83,1,475.275,475.275
17153339,1715333901,1,1,2,4/13/17,0,,2,9,2,1,1,1,1,,3,1,3,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,6,9,1,5,,,King County,53033025301,530330253013,11610,,1409,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,3,1,4,4,2,2,2,3,3,2,2,2,2,2,1,1,5,4,4,5,5,5,5,5,,0,0,5,1,10525.34817,10525.34817
17153339,1715333902,2,1,2,4/13/17,1,,2,8,1,1,1,1,1,,2,1,2,1,2,1,0,0,0,0,0,1,0,0,2,3,2,1,,9,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,1,1,4,1,4,2,2,5,2,5,2,2,4,3,1,2,5,5,5,5,5,5,5,5,,0,0,2,1,10525.34817,10525.34817
17153339,1715333903,3,1,2,4/13/17,2,,1,5,2,4,,0,2,7,6,1,1,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,King County,53033022801,530330228014,11608,,1611,1,6,7,3,7,7,,,,,,,,,,,,,,,,,2,2,,,4,4,2,2,5,2,1,2,5,4,4,5,5,5,5,5,,0,0,0,1,10525.34817,10525.34817
17153348,1715334801,1,3,2,5/2/17,0,,1,8,2,1,1,1,1,,6,1,2,1,2,1,0,0,0,0,1,1,0,0,1,3,4,8,4,5,,,,,King County,53033008100,530330081001,11603,Seattle Downtown,527,1,Spokane County,,,,,,,,,,,,,,,,,1,3,7,3,7,7,2,3,1,3,3,3,3,3,3,3,3,,3,2,3,2,5,5,5,5,5,5,5,1,1,1,1,1,6,6,6,5,5,5,5,5,,0,0,3,1,1540.089103,1540.089103
17153367,1715336701,1,54,1,5/30/17,0,1,3,9,1,1,1,1,1,,6,1,2,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,7,8,1,5,,,King County,53033009300,530330093002,11605,,655,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,34,4,15.87883908,3.96970977
17153367,1715336702,2,54,1,5/30/17,1,0,3,8,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,2,2,2,1,,5,2,1,100,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,43,4,15.87883908,3.96970977
17153367,1715336703,3,54,1,5/30/17,2,0,3,3,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,King County,53033009702,530330097021,11605,,689,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,15.87883908,3.96970977
17153367,1715336704,4,54,1,5/30/17,2,0,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,King County,53033009800,530330098001,11605,,682,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,15.87883908,3.96970977
17153384,1715338401,1,55,2,4/4/17,0,,1,10,2,6,,0,1,,6,1,,6,,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,3,7,7,2,2,1,3,3,3,3,3,3,3,3,,,,,,2,2,,,2,1,2,1,1,2,1,2,,,,-9999,-9999,-9999,-9999,-9999,,1,0,0,1,198.6024693,198.6024693
17153388,1715338801,1,59,2,5/9/17,0,,1,6,1,1,1,1,1,,7,1,1,2,2,1,0,0,1,0,0,0,0,0,1,3,2,16,1,7,,,,,King County,53033007300,530330073003,11603,Seattle Downtown,488,1,King County,,,53033022500,530330225004,11607,,1664,,,,,,,,,,1,7,7,5,7,5,,,,,,,,,,,,,3,1,2,2,1,1,1,1,1,1,1,5,2,5,2,2,5,2,2,6,6,6,6,6,,0,0,0,1,6.958000529,6.958000529
17153392,1715339201,1,43,2,4/12/17,0,,1,5,1,1,1,1,2,6,6,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,1,1,1,9,1,6,,,King County,53033032313,530330323132,11607,,1910,2,,Loves Park,,,,,,,13,0,8,,,,,,,1,3,7,4,7,7,2,3,1,3,3,3,3,3,3,3,3,,4,4,3,4,5,2,2,2,5,5,5,1,1,2,1,1,1,1,1,6,6,6,6,6,,0,0,3,1,102.5957103,102.5957103
17153397,1715339701,1,51,1,4/18/17,0,0,1,8,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,1,7,,,,,King County,53033008100,530330081001,11603,Seattle Downtown,535,1,King County,,,53033004900,530330049002,11601,,321,,,,,,,,,,1,2,7,5,7,6,2,2,1,3,3,3,3,3,3,3,3,,3,4,3,2,2,2,2,5,2,2,1,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,1,0,1,25,4,60.21160594,15.05290149
17153398,1715339801,1,50,2,5/31/17,0,,1,6,1,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,2,2,7,4,8,,,,,King County,53033007200,530330072001,11603,Seattle Downtown,474,1,King County,,,53033007300,530330073003,11603,Seattle South Lake Union,432,,,,,,,,,,1,5,7,1,7,5,2,2,1,3,3,3,3,3,3,1,3,,4,4,3,2,1,1,1,1,1,1,1,5,5,5,5,5,6,4,4,6,6,6,6,6,,0,0,5,1,556.6130911,556.6130911
17153412,1715341201,1,43,2,5/25/17,0,,1,6,1,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,2,7,2,5,,,King County,53033023804,530330238043,11608,Bellevue,1551,2,,windsor mill,,,,,,,20,0,,,,,,,,1,6,7,2,6,5,,,,,,,,,,,,,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,,0,0,2,1,4.391903521,4.391903521
17153412,1715341202,2,43,2,5/25/17,1,,1,6,2,1,1,1,1,,7,1,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,1,1,9,1,5,,,Snohomish County,53061040700,530610407001,11703,Everett,2284,3,,,,,,,,,,,,,,,,,,1,7,7,1,7,6,,,,,,,,,,,,,3,2,1,1,1,1,1,2,1,1,1,3,2,2,2,5,3,4,5,3,3,3,3,3,,0,0,10,1,4.391903521,4.391903521
17153414,1715341401,1,1,2,4/4/17,0,,1,6,1,1,1,1,1,,7,1,,2,1,0,0,0,0,0,0,0,0,1,2,6,3,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,0,0,0,1,475.7236887,475.7236887
17153414,1715341402,2,1,2,4/4/17,1,,1,6,2,5,,0,1,,7,1,,2,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,6,6,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,0,0,0,1,475.7236887,475.7236887
17153424,1715342401,1,59,2,4/6/17,0,,1,7,1,1,1,1,1,,6,3,,6,,0,0,0,0,0,0,1,0,0,1,3,2,8,4,9,,,,,King County,53033004301,530330043011,11602,Seattle University Community,289,1,King County,,,53033004900,530330049002,11601,,324,,,,,,,,,,1,2,7,1,7,7,2,2,1,3,3,3,3,3,3,3,3,,1,1,3,1,5,5,5,5,5,5,5,6,6,6,6,6,,,,-9999,-9999,-9999,-9999,-9999,,0,0,4,1,4.462109689,4.462109689
17153443,1715344301,1,55,1,5/23/17,0,0,1,10,1,6,,0,1,,7,1,1,1,2,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,1,6,6,2,2,1,3,1,2,2,3,3,3,3,,,,,,1,2,,,1,1,1,1,1,1,1,1,3,2,2,6,6,6,6,6,1,0,0,13,1,16.86247853,16.86247853
17153443,1715344302,2,55,1,5/23/17,1,0,1,10,2,6,,0,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,5,6,6,2,2,1,3,1,3,3,3,3,3,3,,,,,,4,2,,,3,5,2,1,1,1,1,1,6,3,3,6,6,6,6,6,1,0,0,0,1,16.86247853,16.86247853
17153444,1715344401,1,57,2,6/1/17,0,,1,7,2,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,2,6,4,9,,,,,King County,53033006500,530330065001,11604,,380,1,King County,,,53033010100,530330101001,11604,,715,,,,,,,,,,1,2,2,5,4,5,2,3,1,3,3,3,3,3,3,3,3,,1,1,3,3,2,3,1,4,1,4,3,2,3,1,2,2,,,,,,,,,,0,0,8,1,20.73807266,20.73807266
17153444,1715344402,2,57,2,6/1/17,1,,3,7,1,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,3,2,2,4,7,2,2,,1,King County,53033005302,530330053023,11602,Seattle University Community,302,1,King County,,,53033006600,530330066001,11603,Seattle South Lake Union,405,,,,,,,,,,1,3,7,7,3,5,2,3,2,1,3,3,3,3,3,3,3,,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,20.73807266,20.73807266
17153444,1715344403,3,57,2,6/1/17,2,,3,2,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033009500,530330095002,11604,,642,1,4,6,6,,,2,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,20.73807266,20.73807266
17153468,1715346801,1,59,2,4/18/17,0,,1,5,2,2,2,1,3,6,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,6,8,7,2,9,,,,,King County,53033005302,530330053023,11602,Seattle University Community,302,2,,Lodi,95242,,,,,,5,0,1,King County,53033005302,530330053023,11602,Seattle University Community,302,1,3,7,1,7,3,2,3,2,1,3,3,3,3,3,3,3,4,3,4,4,4,2,1,2,1,4,2,1,1,2,2,1,1,2,1,1,5,5,5,5,5,,0,0,4,1,7.779668489,7.779668489
17153468,1715346802,2,59,2,4/18/17,6,,3,6,2,7,,0,3,6,6,1,13,2,2,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,King County,53033005302,530330053022,11602,Seattle University Community,303,1,1,7,1,7,5,2,3,2,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,7.779668489,7.779668489
17153479,1715347901,1,56,2,5/2/17,0,,1,10,2,6,,0,1,,7,1,,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,1,7,6,2,2,1,3,1,3,3,3,3,3,3,,,,,,6,5,,,5,5,6,1,6,1,1,1,2,2,2,6,6,6,6,6,,0,0,5,1,10.37296411,10.37296411
17153479,1715347902,2,56,2,5/2/17,1,,2,11,1,6,,0,1,,7,1,,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,1,7,6,2,2,1,3,1,3,3,3,3,3,3,,,,,,6,6,,,5,5,2,1,2,1,1,1,2,2,2,6,6,6,6,6,,0,0,5,1,10.37296411,10.37296411
17153493,1715349301,1,43,1,4/18/17,0,0,1,6,1,1,1,1,1,,6,1,,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,3,7,,,,,King County,53033022803,530330228033,11607,,1613,1,King County,,,53033022803,530330228033,11607,,1613,,,,,,,,,,1,1,4,1,7,3,2,3,1,3,3,3,3,3,3,2,3,,2,1,3,2,2,1,3,1,2,2,1,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,1,0,1,38,3,102.4884159,34.1628053
17153506,1715350601,1,1,1,4/18/17,0,0,3,6,1,1,1,1,1,,3,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,4,9,1,5,,,Pierce County,53053072901,530530729011,11503,,3348,2,,Cheasapeake,23435,,,,,,47,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,59,1,2148.122091,2148.122091
17153553,1715355301,1,59,2,5/23/17,0,,1,9,2,1,1,1,1,,5,1,,6,,0,1,0,0,0,0,0,0,0,1,2,2,8,6,9,,,,,King County,53033009000,530330090001,11604,,618,,,,,,,,,,,,,,,,,,,1,2,7,4,7,7,2,3,1,3,3,3,3,3,3,3,3,,1,1,3,2,5,5,5,5,5,5,5,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,2,1,4.714821888,4.714821888
